,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
492,The Pursuit of Happyness,2006,PG-13,117,8,307127625,#48311e,"['Biography', 'Drama']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
493,Rise of the Guardians,2012,PG,97,7.3,306941670,#162c51,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494,Close Encounters of the Third Kind,1977,PG,138,7.6,306889114,#696354,"['Drama', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
495,Chicago,2002,PG-13,113,7.2,306776732,#e1c2b3,"['Comedy', 'Crime', 'Musical']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
496,Annabelle: Creation,2017,R,109,6.5,306515884,#385259,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
497,Wonder,2017,PG,113,7.9,306209289,#cbc294,"['Drama', 'Family']",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
498,Skyscraper,2018,PG-13,102,5.8,304868961,#634a44,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
499,A Good Day to Die Hard,2013,R,98,5.2,304654182,#804733,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
500,Mulan,1998,G,88,7.6,304320254,#d10604,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,Dangal,2016,Not Rated,161,8.4,303723636,#805429,"['Action', 'Biography', 'Drama']",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
502,Passengers,2016,PG-13,116,7,303144152,#c8a490,"['Drama', 'Romance', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
503,Battleship,2012,PG-13,131,5.8,303025485,#9aa6af,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
504,Liar Liar,1997,PG-13,86,6.9,302710615,#dad5c4,"['Comedy', 'Fantasy']",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
505,G.I. Joe: The Rise of Cobra,2009,PG-13,118,5.7,302469017,#4c5d76,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
506,Wrath of the Titans,2012,PG-13,99,5.7,301970083,#3c3932,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
507,Fantastic Four: Rise of the Silver Surfer,2007,PG,92,5.6,301913131,#d8771d,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
508,Hook,1991,PG,142,6.8,300854823,#96654e,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
509,Rocky IV,1985,PG,91,6.8,300473716,#5b4f59,"['Drama', 'Sport']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
510,Superman,1978,PG,143,7.4,300451603,#0a8fe2,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
511,Rambo: First Blood Part II,1985,R,96,6.5,300400432,#eaa725,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
512,Resident Evil: Afterlife,2010,R,96,5.8,300228084,#825f4a,"['Action', 'Adventure', 'Horror']",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
513,Van Helsing,2004,PG-13,131,6,300157638,#556b53,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
514,Stuart Little,1999,PG,84,6,300135367,#fae416,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
515,Beverly Hills Cop II,1987,R,100,6.5,299965036,#8a3139,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,Alice Through the Looking Glass,2016,PG,113,6.2,299820798,#937352,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
517,My Best Friend's Wedding,1997,PG-13,105,6.3,299288605,#e0b194,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
518,Real Steel,2011,PG-13,127,7.1,299268508,#5e5d5c,"['Action', 'Drama', 'Sci-Fi']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
519,Horton Hears a Who!,2008,G,86,6.8,298572799,#dd4e26,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520,Ocean's Eight,2018,PG-13,110,6.3,297718711,#f40405,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,A Quiet Place Part II,2020,PG-13,97,7.2,297372261,#ced0c3,"['Drama', 'Horror', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
522,The Divergent Series: Insurgent,2015,PG-13,119,6.2,297002527,#48565a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
523,Look Who's Talking,1989,PG-13,93,5.9,296999813,#221162,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,Austin Powers in Goldmember,2002,PG-13,94,6.2,296938801,#6fc6f0,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,Ghostbusters,1984,PG,105,7.8,296578797,#4c5650,"['Action', 'Comedy', 'Fantasy']",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
526,Miss Peregrine's Home for Peculiar Children,2016,PG-13,127,6.7,296482446,#cfd0ba,"['Adventure', 'Drama', 'Family']",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
527,X-Men,2000,PG-13,104,7.4,296339528,#6b6b7a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
528,Ferdinand,2017,PG,108,6.7,296069199,#976b47,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,Shutter Island,2010,R,138,8.2,294805697,#202736,"['Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
530,Doctor Dolittle,1998,PG-13,85,5.4,294456605,#ce1919,"['Comedy', 'Family', 'Fantasy']",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
531,Bee Movie,2007,PG,91,6.1,293514336,#c1b043,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,Salt,2010,PG-13,100,6.5,293503354,#755c54,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
533,G-Force,2009,PG,88,5.1,292817898,#cfc7ba,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,The Departed,2006,R,151,8.5,291465373,#543029,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
535,What Lies Beneath,2000,PG-13,130,6.6,291420351,#c0bcbb,"['Drama', 'Horror', 'Mystery']",False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
536,Pacific Rim: Uprising,2018,PG-13,111,5.6,290930148,#516a71,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
537,The Bourne Supremacy,2004,PG-13,108,7.7,290835269,#82753f,"['Action', 'Mystery', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
538,Sex and the City 2,2010,R,146,4.5,290745055,#c2b6a0,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
539,Shakespeare in Love,1998,R,123,7.1,289317794,#9b0c24,"['Comedy', 'Drama', 'History']",False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
540,Divergent,2014,PG-13,139,6.7,288885818,#8b889b,"['Action', 'Adventure', 'Mystery']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
541,Coming to America,1988,R,117,7.1,288752301,#234782,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
542,Wedding Crashers,2005,R,119,7,288467645,#d3b9ad,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
543,Bridesmaids,2011,R,125,6.8,288383523,#9c555d,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
544,Maze Runner: The Death Cure,2018,PG-13,143,6.2,288175335,#214754,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
545,Casper,1995,PG,100,6.1,287928194,#112181,"['Comedy', 'Family', 'Fantasy']",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
546,American Pie 2,2001,R,108,6.4,287553595,#d6c1bb,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,Pitch Perfect 2,2015,PG-13,115,6.4,287144079,#7f766e,"['Comedy', 'Music']",False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
548,The Green Mile,1999,R,189,8.6,286801374,#846145,"['Crime', 'Drama', 'Fantasy']",False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
549,Oblivion,2013,PG-13,124,7,286168572,#2e3e4b,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
550,Elysium,2013,R,109,6.6,286140700,#4c3b33,"['Action', 'Drama', 'Sci-Fi']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
551,Lethal Weapon 4,1998,R,127,6.6,285444603,#9f4938,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
552,John Carter,2012,PG-13,132,6.6,284139100,#cfa65f,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
553,Turbo,2013,PG,96,6.4,282570682,#2692d7,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,Paddington,2014,PG,95,7.3,282377683,#c5a12a,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
555,Bridget Jones's Diary,2001,R,97,6.8,281995610,#84322c,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
556,The Tourist,2010,PG-13,103,6,278780441,#d99372,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
557,Split,2016,PG-13,117,7.3,278454417,#493c38,"['Horror', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
558,Scary Movie,2000,R,88,6.2,278019771,#708890,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,xXx,2002,PG-13,124,5.8,277448382,#782a1b,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
560,The Bourne Legacy,2012,PG-13,135,6.6,276144750,#575553,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
561,Mr. Peabody & Sherman,2014,PG,92,6.8,275698039,#82463f,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
562,Scooby-Doo,2002,PG,86,5.2,275650703,#1c97b2,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
563,Lincoln,2012,PG-13,150,7.3,275293450,#fdfdfd,"['Biography', 'Drama', 'History']",False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
564,Lara Croft: Tomb Raider,2001,PG-13,100,5.7,274703340,#3f4048,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
565,Tomb Raider,2018,PG-13,119,6.3,274650803,#544d39,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
566,The Expendables,2010,R,103,6.4,274470394,#b3b2b2,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
567,Cloudy with a Chance of Meatballs 2,2013,PG,95,6.4,274325949,#c0462e,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,The Nutty Professor,1996,PG-13,95,5.7,273961019,#3c3536,"['Comedy', 'Romance', 'Sci-Fi']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
569,Jerry Maguire,1996,R,139,7.3,273552592,#805e31,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
570,Bad Boys II,2003,R,147,6.6,273339556,#c9ad76,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,Lilo & Stitch,2002,PG,85,7.3,273144151,#627499,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
572,The Silence of the Lambs,1991,R,118,8.6,272742922,#40475d,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
573,Grown Ups,2010,PG-13,102,5.9,271457301,#61d4f8,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,Neighbors,2014,R,97,6.3,270665134,#c2aa9d,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575,The Firm,1993,R,154,6.8,270248367,#252536,"['Drama', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
576,We're the Millers,2013,R,110,7,269994119,#d5ad74,"['Comedy', 'Crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
577,Gran Torino,2008,R,116,8.1,269958228,#6d6351,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
578,"10,000 BC",2008,PG-13,109,5.1,269784201,#333d32,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
579,American Gangster,2007,R,157,7.8,269755430,#302c2c,"['Biography', 'Crime', 'Drama']",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
580,Epic,2013,PG,102,6.6,268426634,#0d5e78,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581,Exodus: Gods and Kings,2014,PG-13,150,6,268175631,#3c5861,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
582,Sing 2,2021,PG,110,7.5,267920860,#382072,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
583,Bambi,1942,G,70,7.3,267447150,#efe773,"['Animation', 'Adventure', 'Drama']",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
584,The Princess and the Frog,2009,G,97,7.1,267045765,#1d6bc7,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
585,Batman Returns,1992,PG-13,126,7.1,266892996,#354458,"['Action', 'Crime', 'Fantasy']",True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
586,Indecent Proposal,1993,R,117,6,266614059,#d4a443,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
587,Something's Gotta Give,2003,PG-13,128,6.7,265328738,#755f3b,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
588,Bridget Jones: The Edge of Reason,2004,R,108,6,265126918,#bb7678,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
589,The Incredible Hulk,2008,PG-13,112,6.7,264770996,#1d2627,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
590,Waterworld,1995,PG-13,177,6.2,264218220,#b3b5d9,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
591,The Truman Show,1998,PG,103,8.2,264118201,#d5e3f0,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
592,Charlie's Angels,2000,PG-13,98,5.6,264105545,#e08c1f,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,The Fifth Element,1997,PG-13,126,7.7,263920180,#0f48a2,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
594,Parasite,2019,R,132,8.5,263020130,#397b54,"['Comedy', 'Drama', 'Thriller']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
595,Jumanji,1995,PG,104,7,262821940,#584f47,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
596,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,84,7.4,262552893,#cacdab,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,Robots,2005,PG,91,6.4,262511490,#4c82c5,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
598,Knight and Day,2010,PG-13,109,6.3,261989769,#d32425,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599,Total Recall,1990,R,113,7.5,261317921,#077aa1,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
600,This Is It,2009,PG,111,7.3,261183588,#8ea2ab,"['Documentary', 'Drama', 'Music']",False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
601,Terminator: Dark Fate,2019,R,128,6.2,261119292,#ecbd5f,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
602,The Lone Ranger,2013,PG-13,150,6.4,260502115,#726e63,"['Action', 'Adventure', 'Western']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
603,Super 8,2011,PG-13,112,7,260095986,#434e6b,"['Action', 'Mystery', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
604,Mojin: The Lost Legend,2015,Not Rated,127,5.9,259368448,#965f28,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
605,Blade Runner 2049,2017,R,164,8,259334548,#de4511,"['Action', 'Drama', 'Mystery']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
606,Charlie's Angels: Full Throttle,2003,PG-13,106,4.9,259175788,#bbaead,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
607,Rush Hour 3,2007,PG-13,91,6.2,258097122,#621916,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608,The Full Monty,1997,R,91,7.2,257938649,#fad50a,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
609,Kung Fu Yoga,2017,Not Rated,107,5.2,257753889,#cf9963,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
610,Annabelle,2014,R,99,5.4,257579282,#654d49,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
611,The Village,2004,PG-13,108,6.6,256697520,#d69e14,"['Drama', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
612,Lost in Hong Kong,2015,Not Rated,114,5.4,256283912,#bca784,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
613,Erin Brockovich,2000,R,131,7.4,256271286,#b6714a,"['Biography', 'Drama']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
614,Pegasus,2019,Not Rated,98,6.3,255863112,#6b8dae,"['Comedy', 'Sport']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,Marley & Me,2008,PG,115,7.1,255743093,#ae8e84,"['Comedy', 'Drama', 'Family']",False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
616,Halloween,2018,R,106,6.5,255614941,#545752,"['Crime', 'Horror', 'Thriller']",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
617,Get Out,2017,R,104,7.7,255589157,#34373a,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
618,Us,2019,R,116,6.8,255185482,#400b0e,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
619,Cliffhanger,1993,R,113,6.5,255000211,#9399a0,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
620,Baahubali 2: The Conclusion,2017,Not Rated,167,8.3,254158390,#daba7d,"['Action', 'Drama']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
621,Babe,1995,G,91,6.9,254134910,#9f5140,"['Comedy', 'Drama', 'Family']",False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
622,Men in Black: International,2019,PG-13,114,5.6,253890701,#404e65,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
623,Wild Hogs,2007,PG-13,100,5.9,253625427,#4c2b17,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,High School Musical 3: Senior Year,2008,G,112,4.9,252909177,#970c0f,"['Comedy', 'Drama', 'Family']",False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
625,Hercules,1997,G,93,7.3,252712101,#c37537,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
626,X-Men: Dark Phoenix,2019,PG-13,113,5.7,252442974,#7a2b2a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
627,True Grit,2010,PG-13,110,7.6,252276927,#705d50,"['Drama', 'Western']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
628,Bean,1997,PG-13,89,6.5,251212670,#ad8a62,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
629,American Hustle,2013,R,138,7.3,251171807,#381b15,"['Crime', 'Drama']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
630,Enemy of the State,1998,R,132,7.3,250849789,#5d6c81,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
631,You've Got Mail,1998,PG,119,6.7,250821495,#b1c3b6,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
632,Eragon,2006,PG,104,5.1,250425512,#2e5f72,"['Action', 'Adventure', 'Family']",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
633,Brother Bear,2003,G,85,6.8,250397798,#8b5522,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
634,The Mask of Zorro,1998,PG-13,136,6.8,250288523,#b10910,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,The Ring,2002,PG-13,115,7.1,249348933,#4f5258,"['Horror', 'Mystery']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
636,The Blair Witch Project,1999,R,81,6.5,248639099,#5a4d56,"['Horror', 'Mystery']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
637,Unbreakable,2000,PG-13,106,7.3,248118121,#445d6e,"['Drama', 'Mystery', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
638,Journey to the West: The Demons Strike Back,2017,PG-13,109,5.4,247585244,#856b50,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
639,Dumb and Dumber,1994,PG-13,107,7.3,247275374,#6f2527,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
640,Glass,2019,PG-13,129,6.6,246999039,#705f5b,"['Drama', 'Sci-Fi', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
641,Grown Ups 2,2013,PG-13,101,5.3,246984278,#dead9a,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642,The Peanuts Movie,2015,G,88,7,246233113,#f9c20a,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
