,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
643,The Godfather,1972,R,175,9.2,246120986,#c69b67,"['Crime', 'Drama']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
644,Rango,2011,PG,107,7.2,245724603,#53442f,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
645,Four Weddings and a Funeral,1994,R,117,7.1,245700832,#3c1d13,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
646,Face/Off,1997,R,138,7.3,245676146,#e0a587,"['Action', 'Crime', 'Sci-Fi']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
647,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,112,5.9,245623848,#976647,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
648,Dark Shadows,2012,PG-13,113,6.2,245527149,#343247,"['Comedy', 'Fantasy', 'Horror']",False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
649,Dolittle,2020,PG,101,5.6,245438444,#a5815b,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
650,Hulk,2003,PG-13,138,5.6,245285165,#243232,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
651,Love Actually,2003,R,135,7.6,245203167,#ab7260,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
652,The Bravest,2019,PG-13,118,5.7,245179562,#da5634,"['Action', 'Drama', 'Family']",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
653,Welcome to the Sticks,2008,Not Rated,106,7.1,245144417,#364351,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
654,Back to the Future Part III,1990,PG,118,7.5,245077583,#883c2a,"['Adventure', 'Comedy', 'Sci-Fi']",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
655,Pixels,2015,PG-13,105,5.6,244874809,#d7b546,"['Action', 'Comedy', 'Fantasy']",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
656,Hercules,2014,PG-13,98,6,244819862,#745744,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
657,Rush Hour,1998,PG-13,98,7,244721064,#fbf30b,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
658,Journey to the Center of the Earth,2008,PG,93,5.8,244232688,#4e756b,"['Action', 'Adventure', 'Family']",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
659,After Earth,2013,PG-13,100,4.8,243611982,#82604c,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
660,A Few Good Men,1992,R,138,7.7,243240178,#cf9c8c,"['Drama', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
661,Cloudy with a Chance of Meatballs,2009,PG,90,7,243006126,#85bbee,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
662,8 Mile,2002,R,110,7.2,242875078,#756d67,"['Drama', 'Music']",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
663,Daddy's Home,2015,PG-13,96,6.1,242786137,#30221d,"['Comedy', 'Family']",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
664,RoboCop,2014,PG-13,117,6.2,242688965,#3c4b65,"['Action', 'Crime', 'Sci-Fi']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
665,Eraser,1996,R,115,6.1,242295562,#3f3f36,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
666,Alien: Covenant,2017,R,122,6.4,240891763,#4a5050,"['Horror', 'Sci-Fi', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
667,Sully,2016,PG-13,96,7.4,240797623,#52504b,"['Biography', 'Drama']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
668,Assassin's Creed,2016,PG-13,115,5.7,240697856,#28272a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
669,Click,2006,PG-13,107,6.4,240685326,#296aa0,"['Comedy', 'Drama', 'Fantasy']",False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
670,Legend of Deification,2020,TV-PG,110,6.5,240663149,#25a0da,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,Resident Evil: Retribution,2012,R,95,5.3,240159255,#a7aa9f,"['Action', 'Adventure', 'Horror']",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
672,Die Hard 2,1990,R,124,7.2,240031274,#c50f1c,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
673,Crocodile Dundee II,1988,PG,108,5.7,239606210,#886258,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,Planes,2013,PG,91,5.7,239258712,#6291cf,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
675,Crazy Rich Asians,2018,PG-13,120,6.9,238539198,#087b73,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
676,Batman & Robin,1997,PG-13,125,3.7,238235719,#673726,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
677,Downton Abbey,2019,PG,122,7.4,237860050,#e0b95f,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
678,Gulliver's Travels,2010,PG,85,4.9,237382724,#97bbd0,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
679,Gone in 60 Seconds,2000,PG-13,118,6.5,237202299,#cc5f29,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
680,Saturday Night Fever,1977,R,118,6.8,237113184,#d95d44,"['Drama', 'Music']",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
681,Silver Linings Playbook,2012,R,122,7.7,236412453,#41413a,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
682,2 Fast 2 Furious,2003,PG-13,107,5.9,236350661,#3d404c,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
683,Howl's Moving Castle,2004,PG,119,8.2,236232443,#1c84c8,"['Animation', 'Adventure', 'Family']",False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
684,Hidden Figures,2016,PG,127,7.8,235956898,#c7b6a8,"['Biography', 'Drama', 'History']",False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
685,A.I. Artificial Intelligence,2001,PG-13,146,7.2,235926552,#90989f,"['Drama', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
686,Dead Poets Society,1989,PG,128,8.1,235860116,#f9c460,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
687,Spy,2015,R,120,7,235666219,#d2a45b,"['Action', 'Comedy']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
688,American Pie,1999,R,95,7.1,235483004,#ca7d5e,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
689,American Reunion,2012,R,113,6.7,234989584,#804030,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
690,Big Daddy,1999,PG-13,93,6.4,234801895,#7e4a3d,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
691,Alvin and the Chipmunks: The Road Chip,2015,PG,92,5,234798636,#b59061,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
692,The Imitation Game,2014,PG-13,114,8,233555708,#814d45,"['Biography', 'Drama', 'Thriller']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
693,Cruella,2021,PG-13,134,7.4,233274812,#352b2b,"['Adventure', 'Comedy', 'Crime']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
694,The Day the Earth Stood Still,2008,PG-13,104,5.5,233093859,#478685,"['Drama', 'Sci-Fi', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
695,American Wedding,2003,R,96,6.3,232722935,#dfc7a0,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
696,The Girl with the Dragon Tattoo,2011,R,158,7.8,232617430,#6f7479,"['Crime', 'Drama', 'Mystery']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
697,Juno,2007,PG-13,96,7.5,232372681,#f0660d,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
698,Argo,2012,R,120,7.7,232325503,#3a5366,"['Biography', 'Drama', 'Thriller']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
699,Mr. Bean's Holiday,2007,G,90,6.4,232225908,#4766a1,"['Comedy', 'Family']",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
700,The English Patient,1996,R,162,7.4,231976425,#ecb666,"['Drama', 'Romance', 'War']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
701,Sister Act,1992,PG,100,6.5,231605150,#b69e8c,"['Comedy', 'Family', 'Music']",False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
702,Annabelle Comes Home,2019,R,106,5.9,231252591,#4d0a10,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
703,Constantine,2005,R,121,7,230884728,#313a3a,"['Action', 'Fantasy', 'Horror']",True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
704,Get Smart,2008,PG-13,110,6.5,230685453,#322621,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
705,Space Jam,1996,PG,88,6.5,230418342,#1f45a2,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
706,Life Is Beautiful,1997,PG-13,116,8.6,230098753,#b6a38d,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
707,The Heat,2013,R,117,6.6,229930771,#996b4e,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,Ghostbusters: Answer the Call,2016,PG-13,117,6.9,229147509,#273e54,"['Action', 'Comedy', 'Fantasy']",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
709,Ghost Rider,2007,PG-13,110,5.2,228738393,#aa4724,"['Action', 'Fantasy', 'Thriller']",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
710,Encanto,2021,PG,102,7.3,228723321,#a07a5d,"['Animation', 'Comedy', 'Family']",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
711,Goodbye Mr. Loser,2015,Not Rated,104,6.7,228122928,#f5c53b,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
712,Paddington 2,2017,PG,103,7.8,227978645,#be6e3b,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
